searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
iBomber Defense,iBomber,0.0,,Real Time Strategy (RTS),Strategy,Indie,tower defense,casual,real-time strategy,steam achievements,steam cloud,iBomber Defense,60.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Orcs Must Die! 2,Orcs Must Die,23.0,Vision,Shooter,Platform,Strategy,tower defense,orcs,magic,fantasy,online co-op,Orcs Must Die! 2,74.2512871367819,75.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Pixel Piracy,,2.0,Unity,Platform,Role-playing (RPG),Simulator,pirates,ship simulator,indie,sandbox,sword,Pixel Piracy,79.0325425144403,10.0,Action,Action,Open world,,
,,,,,,,,,,,,,,,,,,,
Rocket League,Supersonic Acrobatic Rocket-Powered Battle-Cars,291.0,Unreal Engine,Sport,Indie,,vehicular combat,soccer,football,basketball,cyberpunk,Rocket League,82.7804362649961,772.0,Action,Action,,,
Zeno Clash,Zeno Clash,11.0,,Fighting,Shooter,Hack and slash/Beat 'em up,martial arts,indie,blood,fantasy,health,Zeno Clash,74.7125135139702,41.0,Action,Action,,,
GemCraft - Chasing Shadows,,1.0,,Strategy,Indie,,,,,,,GemCraft - Chasing Shadows,70.5589928858935,5.0,Action,,,,
Gravity Badgers,,0.0,,Puzzle,Strategy,Indie,indie,desura,steam,steam trading cards,steam achievements,Gravity Badgers,50.0,1.0,Action,,,,
Neverwinter,,21.0,,Role-playing (RPG),Adventure,,dinosaurs,wizards,sword,fantasy,dragons,Neverwinter,64.8401950171743,53.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Zombie Army Trilogy,Sniper Elite,11.0,Asura engine,Shooter,Tactical,Adventure,world war 2 ( ww2 ),tactical shooter,compilation,online co-op,shooter,Zombie Army Trilogy,62.67521305201669,20.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
DarkStar One,Darkstar One,5.0,,Simulator,,,space simulation,space combat,flight simulator,space trading,training,DarkStar One,80.0366579519313,9.0,Action,Action,,,
Global Agenda,,0.0,Unreal Engine 3,Shooter,Role-playing (RPG),,vehicular combat,stealth,mech,arpg - action rpg,sword,Global Agenda,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
La Tale,,0.0,,Role-playing (RPG),Adventure,,anime,blood,stealth,horse,goat,La Tale,0.0,0.0,Action,Action,,,
Before the Echo,,1.0,,Music,Role-playing (RPG),Indie,anime,indie,fantasy,comedy,kickstarter funded,Before the Echo,80.9870223742287,6.0,Comedy,,,,
Mini Ninjas,Mini Ninjas,12.0,Glacier,Platform,Adventure,,ghosts,martial arts,asian style,stealth,ninja,Mini Ninjas,77.7814966007251,38.0,Action,Action,Open world,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Guacamelee! Gold Edition,Guacamelee!,10.0,,Platform,Hack and slash/Beat 'em up,Adventure,fantasy,comedy,brawler,platformer,,Guacamelee! Gold Edition,89.5779919901932,22.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Evolve,,35.0,,Shooter,,,aliens,hunting,monsters,stealth,fantasy,Evolve,60.1249630124617,74.0,Action,Action,,,
Spectraball,Spectraball,0.0,,Platform,Puzzle,Indie,indie,steam,achievements,steam trading cards,platformer,Spectraball,60.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Spiral Knights,,3.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,anime,casual,sword,fantasy,guild,Spiral Knights,57.6870800468706,15.0,Action,Action,Open world,,
Metal Planet,,0.0,,Shooter,Indie,,indie,health,first person shooter,desura,sci-fi,Metal Planet,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Papers, Please",,149.0,OpenFL,Point-and-click,Puzzle,Role-playing (RPG),life simulation,indie,1980s,puzzle solving,story driven,"Papers, Please",81.7119814862073,443.0,Fantasy,Fantasy,Historical,,
Fallout 4,Fallout,500.0,Creation Engine,Shooter,Role-playing (RPG),,cold war,hunting,robot,post-apocalyptic,exploration,Fallout 4,80.19779822195589,1154.0,Action,Action,Survival,Sandbox,Open world
Quantum Conundrum,,10.0,,Platform,Puzzle,Strategy,super hero,robot,casual,gravity,physics,Quantum Conundrum,72.2948206615504,34.0,Action,Action,Comedy,,
Arctic Combat,,0.0,,Shooter,,,modern warfare,military,shooter,online,free-to-play,Arctic Combat,0.0,0.0,,,,,
Cubemen,Cubemen,0.0,,Music,Real Time Strategy (RTS),Strategy,tower defense,desura,steam,real-time strategy,steam achievements,Cubemen,60.0,3.0,Action,,,,
Interplanetary,,1.0,,Strategy,Indie,,sci-fi,steam,steam trading cards,strategy,digital distribution,Interplanetary,80.0,2.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sid Meier's Ace Patrol,Sid Meier's Ace Patrol,0.0,,Strategy,Turn-based strategy (TBS),,world war 1 ( ww1 ),turn-based,steam,steam trading cards,strategy,Sid Meier's Ace Patrol,60.0,3.0,,,,,
,,,,,,,,,,,,,,,,,,,
The Showdown Effect,,2.0,,Fighting,Shooter,Platform,martial arts,fighting,blood,health,comedy,The Showdown Effect,84.85657622498559,9.0,Action,Action,Comedy,,
Chip,,0.0,,Puzzle,Strategy,Adventure,robot,puzzle solving,pc,android,steam,Chip,60.0,3.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Betrayer,,5.0,WF Engine,Shooter,Adventure,Indie,ghosts,exploration,indie,stealth,mystery,Betrayer,61.6431214329385,16.0,Action,Action,Horror,Thriller,Historical
,,,,,,,,,,,,,,,,,,,
Dungeon Souls,,9.0,GameMaker: Studio,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,fantasy,roguelike,action-adventure,multiple protagonists,local co-op,Dungeon Souls,61.7365736587779,16.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Miscreated,,6.0,CryEngine,Shooter,Role-playing (RPG),Simulator,zombies,post-apocalyptic,crafting,pvp,shooter,Miscreated,59.00804972913939,14.0,Action,Action,Sandbox,Open world,
,,,,,,,,,,,,,,,,,,,
Football Manager 2009,Football Manager,6.0,,Sport,Strategy,,soccer,football,,,,Football Manager 2009,79.1763484835291,18.0,,,,,
Airline Tycoon 2,Airline Tycoon,1.0,,Simulator,Strategy,,tycoon,management,simulation,economy,strategy,Airline Tycoon 2,20.0,3.0,Business,Business,,,
100% Orange Juice,100% Orange Juice,7.0,,Strategy,Turn-based strategy (TBS),Indie,anime,text,girls,steam,campaign,100% Orange Juice,79.5459628165365,19.0,Comedy,,,,
,,,,,,,,,,,,,,,,,,,
SimpleRockets,,0.0,,Simulator,,,,,,,,SimpleRockets,0.0,0.0,,,,,
Sonic CD,Sonic the Hedgehog,0.0,Retro Engine,Adventure,,,action game,playstation 3,ps3,platformer game,sonic cd™,Sonic CD,70.0,4.0,Action,Action,Science fiction,,
Tom Clancy's Ghost Recon Advanced Warfighter,Ghost Recon,17.0,YETI,Shooter,Tactical,,futuristic warfare,,,,,Tom Clancy's Ghost Recon Advanced Warfighter,67.2370683764636,54.0,Action,Action,,,
Sid Meier's Starships,Civilization,4.0,,Strategy,,,sci-fi,space battle,space colonization,strategy,,Sid Meier's Starships,68.2577393020374,7.0,Science fiction,Science fiction,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fairy Fencer F,Fairy Fencer F,7.0,,Role-playing (RPG),,,anime,sword,fantasy,jrpg,role playing,Fairy Fencer F,77.8841621325947,5.0,,,,,
,,,,,,,,,,,,,,,,,,,
Mercenary Kings,,9.0,,Shooter,Platform,Role-playing (RPG),modern warfare,indie,health,kickstarter funded,crafting,Mercenary Kings,69.2505245507871,19.0,Action,Action,Historical,,
Call to Arms,,2.0,,Real Time Strategy (RTS),Simulator,Strategy,modern warfare,world war 2 ( ww2 ),turn-based,management,simulation,Call to Arms,50.0,2.0,Action,,,,
Little Racers STREET,Little Racers,1.0,,Racing,Indie,,casual,indie,street racing,steam trading cards,driving-simulator,Little Racers STREET,80.0,2.0,Action,,,,
Darkest Dungeon,Darkest Dungeon,90.0,Custom built engine,Role-playing (RPG),Strategy,Turn-based strategy (TBS),indie,medieval,dungeon,health,turn-based,Darkest Dungeon,82.8291356247931,279.0,Fantasy,Fantasy,Historical,,
,,,,,,,,,,,,,,,,,,,
Battle Academy,,0.0,,Strategy,,,,,,,,Battle Academy,0.0,0.0,,,,,
Peggle Deluxe,,4.0,,,,,,,,,,Peggle Deluxe,78.4558710303016,19.0,,,,,
Shadowgrounds,Shadowgrounds,2.0,,Shooter,,,blood,sci-fi,shooter,steam,steam trading cards,Shadowgrounds,61.6925464221437,16.0,Action,Action,,,
Bardbarian,,1.0,,Role-playing (RPG),Strategy,Adventure,tower defense,casual,medieval,shoot 'em up,fantasy,Bardbarian,54.0366972477064,6.0,Action,Action,,,
CastleMiner Z,CastleMiner,0.0,,Simulator,Adventure,Indie,zombies,medieval,construction,crafting,voxel,CastleMiner Z,60.0,4.0,Action,Action,Survival,Historical,Sandbox
Fallen Enchantress,Elemental,3.0,,Role-playing (RPG),Strategy,Indie,magic,sword,fantasy,turn-based,4x,Fallen Enchantress,50.0,3.0,Fantasy,Fantasy,,,
Temper Tantrum,,0.0,,Indie,Arcade,,casual,kids,,,,Temper Tantrum,0.0,0.0,Action,Action,,,
No Time To Explain Remastered,,4.0,,Adventure,Indie,,,,,,,No Time To Explain Remastered,57.3424131525429,14.0,Action,,,,
The Tiny Bang Story,,7.0,,Music,Puzzle,Adventure,puzzles,adventure,steam,point and click,mushroom,The Tiny Bang Story,73.74633720726129,26.0,Fantasy,,,,
Double Dragon Neon,Double Dragon,3.0,,Fighting,Hack and slash/Beat 'em up,Indie,helicopter,martial arts,health,comedy,2.5d,Double Dragon Neon,77.0309502645739,19.0,Action,Action,,,
Fieldrunners 2,Fieldrunners,0.0,,Strategy,Indie,,modern warfare,tower defense,cannon,steam,sequel,Fieldrunners 2,86.96027902879919,6.0,Action,Action,Kids,Warfare,
Darwinia,Darwinia,2.0,,Real Time Strategy (RTS),Strategy,Tactical,indie,procedural generation,sci-fi,water,steam,Darwinia,70.60059544794899,11.0,Action,Action,,,
PixelJunk Monsters Ultimate,PixelJunk,0.0,,Puzzle,Real Time Strategy (RTS),Strategy,tower defense,co-op,couch co-op,gauntlet,tikis,PixelJunk Monsters Ultimate,80.0,3.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
NBA 2K15,NBA 2K,19.0,,Simulator,Sport,,basketball,steam,sports,online,voice acting,NBA 2K15,77.90032582888449,53.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
Nidhogg,Nidhogg,28.0,GameMaker: Studio,Fighting,Sport,Indie,martial arts,fighting,indie,blood,sword,Nidhogg,78.251095621162,76.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Robot Rescue Revolution,,0.0,,Puzzle,Indie,,casual,maze,sci-fi,family,steam,Robot Rescue Revolution,0.0,0.0,Science fiction,,,,
Bad Rats,,2.0,,Platform,Puzzle,Indie,cats,rats,,,,Bad Rats,35.9558473709595,17.0,Comedy,,,,
Dead Space,,1.0,Frostbite 3,Shooter,Adventure,,,,,,,Dead Space,0.0,0.0,Action,Action,,,
Aquaria,,24.0,,Platform,Adventure,Indie,exploration,indie,underwater,magic,fantasy,Aquaria,96.6567944130287,34.0,Fantasy,Fantasy,,,
Stonehearth,,23.0,,Real Time Strategy (RTS),Simulator,Strategy,indie,sandbox,medieval,fantasy,construction,Stonehearth,75.2788615560051,13.0,Historical,Historical,,,
,,,,,,,,,,,,,,,,,,,
Autocraft,,0.0,,Simulator,Strategy,Indie,strategy,,,,,Autocraft,50.0,0.0,Sandbox,,,,
,,,,,,,,,,,,,,,,,,,
Plain Sight,,0.0,,Fighting,Indie,Arcade,gravity,ninja,sword,robots,sci-fi,Plain Sight,50.0,0.0,Action,Action,,,
Europa Universalis IV,Europa Universalis,67.0,Clausewitz Engine,Real Time Strategy (RTS),Simulator,Strategy,grand strategy,medieval,world domination,strategic,management,Europa Universalis IV,88.808004852243,130.0,Fantasy,Fantasy,,,
Sonic & All-Stars Racing Transformed,Sega Superstars,36.0,Starlight,Racing,Sport,,robot,ninja,sword,go-kart,fantasy,Sonic & All-Stars Racing Transformed,80.07315232230161,120.0,Action,Action,Science fiction,Comedy,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Legend of Korra,Avatar: The Last Airbender,8.0,,Fighting,Hack and slash/Beat 'em up,Adventure,martial arts,legend,steampunk,steam,avatar,The Legend of Korra,67.181833084891,26.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Lumino City,Lume,12.0,,Point-and-click,Puzzle,Adventure,puzzle solving,puzzles,adventure,point and click,puzzle,Lumino City,83.6760987580645,24.0,,,,,
,,,,,,,,,,,,,,,,,,,
Journey of a Roach,,3.0,Unity 4,Adventure,Indie,,post-apocalyptic,indie,fire,puzzles,adventure,Journey of a Roach,75.50014802889,8.0,Comedy,,,,
,,,,,,,,,,,,,,,,,,,
Stronghold 3,Stronghold,4.0,Havok Physics,Real Time Strategy (RTS),Simulator,Strategy,medieval,sword,city-building,management,role playing,Stronghold 3,48.12181306360949,16.0,Fantasy,Fantasy,Warfare,,
,,,,,,,,,,,,,,,,,,,
Anna's Quest,,9.0,Unity,Point-and-click,Puzzle,Adventure,fantasy,dark fantasy,puzzle,,,Anna's Quest,69.54220623949,18.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Divine Divinity,Divinity,17.0,,Role-playing (RPG),,,orcs,magic,sword,amazon,fantasy,Divine Divinity,78.0351500117375,41.0,Action,Action,,,
Lucius,Lucius,5.0,,Puzzle,Adventure,Indie,blood,stealth,murder,magic,guitar,Lucius,54.7522558380911,43.0,Action,Action,Thriller,Stealth,
,,,,,,,,,,,,,,,,,,,
Bastion,,200.0,Microsoft XNA,Role-playing (RPG),Adventure,Indie,post-apocalyptic,arpg - action rpg,sword,fantasy,health,Bastion,83.366176701905,581.0,Action,Action,,,
Peggle Nights,Peggle,6.0,,Puzzle,Pinball,,fantasy,pinball,steam,abstract,high score,Peggle Nights,84.26297123074579,16.0,,,,,
Guild of Dungeoneering,,3.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),medieval,sword,cardgame,fantasy,health,Guild of Dungeoneering,68.9795541278116,19.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
One Finger Death Punch,,18.0,,Fighting,Hack and slash/Beat 'em up,Indie,martial arts,fighting,fast paced,brawler,steam,One Finger Death Punch,70.7207983542678,48.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
The Night of the Rabbit,,15.0,Visionaire,Point-and-click,Puzzle,Adventure,wizards,magic,fantasy,frog,rabbit,The Night of the Rabbit,90.88203950872399,22.0,Fantasy,Fantasy,,,
Railroad Pioneer,,0.0,,Simulator,Strategy,,,,,,,Railroad Pioneer,50.0,2.0,,,,,
BloodRayne,BloodRayne,27.0,Infernal Engine,Hack and slash/Beat 'em up,Adventure,,super hero,blood,vampire,fantasy,bloodrayne,BloodRayne,75.5347747281429,107.0,Action,Action,,,
The Impossible Game,,8.0,,Platform,Indie,,casual,indie,platformers,hardcore,steam,The Impossible Game,79.9269189816925,12.0,,,,,
,,,,,,,,,,,,,,,,,,,
MicroVolts Surge,,0.0,,Shooter,,,anime,lollipop,blood,shooter,steam,MicroVolts Surge,71.4277746793084,5.0,Action,,,,
Arma 3,ArmA,48.0,Real Virtuality 4,Shooter,Simulator,Strategy,modern warfare,helicopter,vehicular combat,tanks,sandbox,Arma 3,76.0967194937958,85.0,Action,Action,Warfare,,
Shattered Union,,0.0,,Strategy,Turn-based strategy (TBS),Tactical,modern warfare,helicopter,military,war,artillery,Shattered Union,50.0,1.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
Starbound,,63.0,,Platform,Role-playing (RPG),Adventure,exploration,sandbox,ninja,space station,2d,Starbound,71.07946787209569,159.0,Action,Action,Sandbox,,
MapleStory,,7.0,,Platform,Role-playing (RPG),Adventure,pirates,anime,magic,sword,grinding,MapleStory,79.6920440486355,25.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Duck Game,,15.0,,Shooter,Platform,Indie,animals,sword,comedy,fast paced,drums,Duck Game,85.84376767022731,69.0,Action,Action,,,
Company of Heroes 2,Company of Heroes,35.0,Essence Engine,Real Time Strategy (RTS),Simulator,Strategy,world war 2 ( ww2 ),death,military,fire,war,Company of Heroes 2,79.9278465882602,75.0,Warfare,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rocksmith 2014,Rocksmith,14.0,Gamebryo,Music,,,minigames,guitar,educational,drums,bass guitar,Rocksmith 2014,87.5331963363385,31.0,Educational,,,,
CubeGun,,0.0,,Indie,,,,,,,,CubeGun,50.0,0.0,Action,,,,
R.B.I. Baseball 15,R.B.I. Baseball,1.0,,Simulator,Sport,,baseball,ps4,sports,online,unity engine,R.B.I. Baseball 15,50.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Galcon 2,Falcon,1.0,,Simulator,Strategy,Indie,simulation,mikoyan,,,,Galcon 2,0.0,0.0,,,,,
CastleStorm,CastleStorm,2.0,,Shooter,Strategy,Tactical,action game,playstation 3,ps3,psvita,castlestorm,CastleStorm,69.57216830048951,10.0,Action,,,,
Fiesta Online,,1.0,,Role-playing (RPG),,,anime,free to play ( f2p ),,,,Fiesta Online,0.0,0.0,Fantasy,,,,
Darksiders II,Darksiders,82.0,Phoenix Engine (Relic),Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,fantasy,action-adventure,sequel,good soundtrack,story rich,Darksiders II,76.6842573284548,221.0,Action,Action,Open world,,
Tropico 3 - Steam Special Edition,,1.0,,Simulator,Strategy,,,,,,,Tropico 3 - Steam Special Edition,80.0,4.0,,,,,
,,,,,,,,,,,,,,,,,,,
Divekick,Divekick,3.0,PhyreEngine,Fighting,Indie,,martial arts,fighting,indie,2d,comedy,Divekick,66.0891237807558,18.0,Action,Action,,,
Galcon Fusion,Galcon,0.0,,Real Time Strategy (RTS),Strategy,Indie,world domination,sci-fi,steam,cross-platform multiplayer,strategy,Galcon Fusion,60.0,3.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Airport Simulator 2014,,0.0,,Simulator,Strategy,,flight simulator,management,simulation,time limit,airplane,Airport Simulator 2014,20.0,0.0,Non-fiction,,,,
Dive to the Titanic,,0.0,,Simulator,,,underwater,simulation,titanic,titular gameplay,,Dive to the Titanic,40.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Insurgency,Insurgency,43.0,Source,Shooter,Strategy,Tactical,modern warfare,helicopter,indie,blood,first person shooter,Insurgency,75.9524486849151,106.0,Action,Action,,,
Strike Suit Infinity,Strike Suit,1.0,,Shooter,Indie,Arcade,space combat,robot,mech,spaceship,sci-fi,Strike Suit Infinity,80.0,1.0,Action,Action,,,
Batla,,2.0,Unity 4,Shooter,,,first person shooter,fps,robots,sci-fi,arena shooter,Batla,50.0,1.0,Action,Action,,,
Aliens vs. Predator,Aliens versus Predator,33.0,Asura,Shooter,,,aliens,blood,health,first person shooter,death,Aliens vs. Predator,68.9031771276745,117.0,Action,Action,Horror,Survival,
RPG Maker XP,,0.0,,,,,,,,,,RPG Maker XP,60.437485318808,6.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Creativerse,,6.0,,Role-playing (RPG),Simulator,Adventure,free to play ( f2p ),fantasy,mmorpg,sci-fi,adventure,Creativerse,72.6931482746069,15.0,Action,Action,Sandbox,Open world,
Trials Fusion,Trials,29.0,,Platform,Racing,Sport,motorcycle,motocross,extreme,minigames,ps4,Trials Fusion,76.4620668078876,82.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
WARMODE,,0.0,,Shooter,,,first person shooter,digital distribution,,,,WARMODE,50.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RPG Maker 2000,RPG Maker,0.0,,Adventure,,,indie,sandbox,role playing,adventure,action-adventure,RPG Maker 2000,70.0,0.0,Action,Action,,,
Dragon Nest Europe,,0.0,,Role-playing (RPG),,,,,,,,Dragon Nest Europe,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Everlasting Summer,,17.0,Ren'Py Visual Novel Engine,Adventure,Indie,Visual Novel,anime,visual novel,indie,mind-bending,time travel,Everlasting Summer,85.8528913365337,62.0,Thriller,Thriller,,,
To the Moon,To the Moon,115.0,RPG Maker XP,Point-and-click,Puzzle,Role-playing (RPG),basketball,ninja,time travel,minigames,death,To the Moon,81.481654575799,328.0,Science fiction,Science fiction,Romance,,
Runestone Keeper,,1.0,,Role-playing (RPG),Strategy,Indie,medieval,fantasy,turn-based,roguelike,role playing,Runestone Keeper,60.07366232952801,6.0,Historical,,,,
,,,,,,,,,,,,,,,,,,,
Cryostasis,,11.0,AtmosFear,Shooter,Hack and slash/Beat 'em up,Adventure,ghosts,helicopter,exploration,1980s,blood,Cryostasis,75.0215880033923,24.0,Action,Action,Horror,Survival,
,,,,,,,,,,,,,,,,,,,
The Bard's Tale,The Bard's Tale,10.0,Dark Alliance Engine,Role-playing (RPG),Adventure,,magic,sword,fantasy,comedy,parody,The Bard's Tale,68.86635315819879,25.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Puzzler World 2,Puzzler World,0.0,,Puzzle,Strategy,Indie,casual,steam,achievements,sudoku,puzzle,Puzzler World 2,80.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TERA,,28.0,Unreal Engine,Role-playing (RPG),Adventure,,medieval,arpg - action rpg,sword,fantasy,hack and slash,TERA,65.34072628726891,71.0,Action,Action,Historical,Sandbox,Open world
Randal's Monday,,3.0,Unity,Point-and-click,Puzzle,Adventure,puzzle solving,comedy,ps4,adventure,graphic adventure,Randal's Monday,76.370879718478,8.0,Comedy,,,,
,,,,,,,,,,,,,,,,,,,
Football Manager 2015,Football Manager,18.0,,Simulator,Sport,Strategy,soccer,football,management,simulation,steam,Football Manager 2015,81.82390160818119,39.0,,,,,
Tales of Zestiria,Tales,26.0,,Role-playing (RPG),,,anime,arpg - action rpg,demon,sword,fantasy,Tales of Zestiria,70.03620489797581,66.0,Action,Action,Open world,,
3 Stars of Destiny,,0.0,,Role-playing (RPG),Adventure,Indie,anime,role playing,rpg maker,,,3 Stars of Destiny,50.0,0.0,Fantasy,,,,
Party of Sin,,0.0,,Platform,Puzzle,Adventure,kickstarter funded,2.5d,fire,sci-fi,steam,Party of Sin,50.0,2.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Sid Meier's Civilization V,Civilization,395.0,Firaxis LORE,Simulator,Strategy,Turn-based strategy (TBS),modern warfare,helicopter,robot,exploration,medieval,Sid Meier's Civilization V,85.9087593463977,880.0,Fantasy,Fantasy,Historical,Warfare,"4X (explore, expand, exploit, and exterminate)"
,,,,,,,,,,,,,,,,,,,
Super Panda Adventures,,1.0,Multimedia Fusion,Platform,Adventure,Indie,sword,fantasy,desura,robots,animal protagonist,Super Panda Adventures,80.0,2.0,Action,,,,
RESCUE 2,,1.0,,Simulator,Strategy,,,,,,,RESCUE 2,50.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Shattered Horizon,,2.0,,Shooter,Indie,,stealth,space station,health,first person shooter,sci-fi,Shattered Horizon,80.0,3.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
